"Label","When","Config","Metric","Value"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.clock.avg_ns","808"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.disklog.total_ms","18"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.screen.total_ms","12"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.write.total_ms","101"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.clock.utcnow.backsteps","0"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.clock.self_timed_ms","42"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.short.ns_per_op","94"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.short.gc0","3"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.retained.ns_per_op","504"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.strings.ns_per_op","474"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.collections.ns_per_op","280"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.exceptions.ns_per_op","90460"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.jit.ns_per_op","629116"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.tasks.ns_per_op","33367"
"step170 замеры на TSC, memcpy по 8 байт","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.output.ns_per_op","429768"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","census.wall_ms","16495"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.wall_ms","964"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.clock.avg_ns","788"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.disklog.total_ms","18"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.screen.total_ms","12"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.write.total_ms","100"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.BENCHAOT.screen.total_ms","31"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.BENCHAOT.write.total_ms","199"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.clock.utcnow.backsteps","0"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.clock.self_timed_ms","42"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.short.ns_per_op","102"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.short.gc0","3"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.retained.ns_per_op","410"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.strings.ns_per_op","580"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.collections.ns_per_op","357"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.exceptions.ns_per_op","59143"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.jit.ns_per_op","656170"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.tasks.ns_per_op","21312"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.output.ns_per_op","429024"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.output.first.ns_per_op","482066"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.alloc.short.ns_per_op","123"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.alloc.short.gc","0"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.alloc.retained.ns_per_op","186"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.strings.ns_per_op","892"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.collections.ns_per_op","191"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.exceptions.ns_per_op","5349"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.tasks.ns_per_op","432870"
"step170 трасса EH форка: макросы","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.output.ns_per_op","467573"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","census.wall_ms","16499"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.wall_ms","1030"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.clock.avg_ns","880"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.disklog.total_ms","20"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.screen.total_ms","12"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.Bench.write.total_ms","100"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.BENCHAOT.screen.total_ms","28"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","run.BENCHAOT.write.total_ms","194"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.clock.utcnow.backsteps","0"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.clock.self_timed_ms","48"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.short.ns_per_op","88"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.short.gc0","3"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.alloc.retained.ns_per_op","463"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.strings.ns_per_op","688"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.collections.ns_per_op","393"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.exceptions.ns_per_op","60870"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.jit.ns_per_op","696294"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.tasks.ns_per_op","72532"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","bench.output.ns_per_op","430198"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.output.first.ns_per_op","449950"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.alloc.short.ns_per_op","113"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.alloc.short.gc","0"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.alloc.retained.ns_per_op","169"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.strings.ns_per_op","840"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.collections.ns_per_op","189"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.exceptions.ns_per_op","5691"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.tasks.ns_per_op","372668"
"step170 ожидание USB: HPET раз в 256 оборотов","2026-09-13","fork=Release tiering=on cpu=qemu64,+nx accel=tcg disk=usb","aot.output.ns_per_op","474093"
